entry_id,lit_id,site_id,site_name,title,year,author,doi,document_type,purpose,data_collection,modeling,adaptive_management,sediment_characteristic,sediment_source,covered_topics_ecohydrology,covered_topics_ecohydraulics,covered_topics_ecological_systems,covered_topics_future_conditions,risk_and_uncertainty,special_cases,geography,sustainable_sediment_management,land_use,channel_type
E00101,L0051,new-bullards-bar-reservoir-watershed,New Bullards Bar Reservoir Watershed,Predicting post-fire hillslope erosion in forest lands of the western United States,2011,"Miller, ME, MacDonald, LH, Robichaud, PR, Elliot, WJ",https://doi.org/10.1071/WF09142,Journal Article,Analysis,"Sediment,Hydraulics","Sediment Transport Modeling,Frequency Analysis,Regression","Flood risk,Watershed planning","Sand,Rock,Silt,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Debris flow,"California,Colorado",Land Management,Forestry,Mountain torrents
E00102,L0051,cheesman-lake-watershed,Cheesman Lake Watershed,Predicting post-fire hillslope erosion in forest lands of the western United States,2011,"Miller, ME, MacDonald, LH, Robichaud, PR, Elliot, WJ",https://doi.org/10.1071/WF09142,Journal Article,Analysis,"Sediment,Hydraulics","Sediment Transport Modeling,Frequency Analysis,Regression","Flood risk,Watershed planning","Sand,Rock,Silt,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Debris flow,"California,Colorado",Land Management,Forestry,Mountain torrents
E00103,L0052,bear-gulch,Bear Gulch,"Post-fire, rainfall intensity–peak discharge relations for three mountainous watersheds in the western USA",2001,"Moody, JA, Martin, DA",https://doi.org/10.1002/hyp.386,Journal Article,"Planning,Analysis",Hydraulics,Regression,Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"South Dakota,Colorado,New Mexico",Land Management,"Urban,forestry",Mountain torrents
E00104,L0052,spring-creek,Spring Creek,"Post-fire, rainfall intensity–peak discharge relations for three mountainous watersheds in the western USA",2001,"Moody, JA, Martin, DA",https://doi.org/10.1002/hyp.386,Journal Article,"Planning,Analysis",Hydraulics,Regression,Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"South Dakota,Colorado,New Mexico",Land Management,"Urban,forestry",Mountain torrents
E00105,L0052,rendija-canyon,Rendija Canyon,"Post-fire, rainfall intensity–peak discharge relations for three mountainous watersheds in the western USA",2001,"Moody, JA, Martin, DA",https://doi.org/10.1002/hyp.386,Journal Article,"Planning,Analysis",Hydraulics,Regression,Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"South Dakota,Colorado,New Mexico",Land Management,"Urban,forestry",Mountain torrents
E00106,L0053,okanagan-river,Okanagan River,Designing fish-passable riffles as gradient controls in Canadian streams,2013,"Newbury, RW",https://doi.org/10.1080/07011784.2013.803742,Journal Article,"Design,Construction","Bathymetry,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,Rock,Plunge pool,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"British Columbia,Manitoba,New Brunswick",Not Applicable,Multi-use,Modified streams
E00107,L0053,dauphin-lake,Dauphin Lake,Designing fish-passable riffles as gradient controls in Canadian streams,2013,"Newbury, RW",https://doi.org/10.1080/07011784.2013.803742,Journal Article,"Design,Construction","Bathymetry,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,Rock,Plunge pool,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"British Columbia,Manitoba,New Brunswick",Not Applicable,Multi-use,Modified streams
E00108,L0053,wilson-creek-canyon,Wilson Creek Canyon,Designing fish-passable riffles as gradient controls in Canadian streams,2013,"Newbury, RW",https://doi.org/10.1080/07011784.2013.803742,Journal Article,"Design,Construction","Bathymetry,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,Rock,Plunge pool,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"British Columbia,Manitoba,New Brunswick",Not Applicable,Multi-use,Modified streams
E00109,L0053,valley-river,Valley River,Designing fish-passable riffles as gradient controls in Canadian streams,2013,"Newbury, RW",https://doi.org/10.1080/07011784.2013.803742,Journal Article,"Design,Construction","Bathymetry,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,Rock,Plunge pool,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"British Columbia,Manitoba,New Brunswick",Not Applicable,Multi-use,Modified streams
E00110,L0053,mink-creek,Mink Creek,Designing fish-passable riffles as gradient controls in Canadian streams,2013,"Newbury, RW",https://doi.org/10.1080/07011784.2013.803742,Journal Article,"Design,Construction","Bathymetry,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,Rock,Plunge pool,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"British Columbia,Manitoba,New Brunswick",Not Applicable,Multi-use,Modified streams
E00111,L0053,oulette-creek,Oulette Creek,Designing fish-passable riffles as gradient controls in Canadian streams,2013,"Newbury, RW",https://doi.org/10.1080/07011784.2013.803742,Journal Article,"Design,Construction","Bathymetry,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,Rock,Plunge pool,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"British Columbia,Manitoba,New Brunswick",Not Applicable,Multi-use,Modified streams
E00112,L0053,dickson-brook,Dickson Brook,Designing fish-passable riffles as gradient controls in Canadian streams,2013,"Newbury, RW",https://doi.org/10.1080/07011784.2013.803742,Journal Article,"Design,Construction","Bathymetry,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,Rock,Plunge pool,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"British Columbia,Manitoba,New Brunswick",Not Applicable,Multi-use,Modified streams
E00113,L0053,little-saskatchewan-river,Little Saskatchewan River,Designing fish-passable riffles as gradient controls in Canadian streams,2013,"Newbury, RW",https://doi.org/10.1080/07011784.2013.803742,Journal Article,"Design,Construction","Bathymetry,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,Rock,Plunge pool,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"British Columbia,Manitoba,New Brunswick",Not Applicable,Multi-use,Modified streams
E00114,L0054,fairfield-lake,Fairfield Lake,"Historical Trends in Sedimentation Rates and Sediment Provenance, Fairfield Lake, NC",2005,"Miller, JR, Lord, M, Yurkovich, S, Mackin, G, Kolenbrander, L",https://doi.org/10.1111/j.1752-1688.2005.tb03785.x,Journal Article,Analysis,Sediment,Frequency Analysis,Watershed planning,"Rock,Suspended",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,North CaroliNot Applicable,"Land Management,Deposition control","Forestry,Multi-use","Mountain torrents,Alluvial fans"
E00115,L0055,audubon-park,Audubon Park,Bedform transport rates for the lowermost Mississippi River,2008,"Nittrouer, JA, Allision, MA, Campanella, R",https://doi.org/10.1029/2007JF000795,Journal Article,"Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Frequency Analysis,Regression",Not Applicable,"Sand,Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,LouisiaNot Applicable,Deposition Control,Wetlands,Deltas
E00116,L0055,upper-english-turn,Upper English Turn,Bedform transport rates for the lowermost Mississippi River,2008,"Nittrouer, JA, Allision, MA, Campanella, R",https://doi.org/10.1029/2007JF000795,Journal Article,"Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Frequency Analysis,Regression",Not Applicable,"Sand,Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,LouisiaNot Applicable,Deposition Control,Wetlands,Deltas
E00117,L0055,lower-english-turn,Lower English Turn,Bedform transport rates for the lowermost Mississippi River,2008,"Nittrouer, JA, Allision, MA, Campanella, R",https://doi.org/10.1029/2007JF000795,Journal Article,"Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Frequency Analysis,Regression",Not Applicable,"Sand,Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,LouisiaNot Applicable,Deposition Control,Wetlands,Deltas
E00118,L0055,venice,Venice,Bedform transport rates for the lowermost Mississippi River,2008,"Nittrouer, JA, Allision, MA, Campanella, R",https://doi.org/10.1029/2007JF000795,Journal Article,"Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Frequency Analysis,Regression",Not Applicable,"Sand,Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,LouisiaNot Applicable,Deposition Control,Wetlands,Deltas
E00119,L0056,little-granite-creek,Little Granite Creek,"Impacts of wildfire on runoff and sediment loads at Little Granite Creek, western Wyoming",2011,"Ryan, SE, Dwire, KA, Dixon, MK",https://doi.org/10.1016/j.geomorph.2011.01.017,Journal Article,"Reporting,Analysis","Water Quality,Sediment,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,"Suspended,Woody Particles","Suspended,Debris,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Wildfire,Wyoming,"Land Management,Deposition control",Forestry,Mountain torrents
E00120,L0057,harlan-county-dam,Harlan County Dam,Environmental Benefits of Restoring Sediment Continuity to the Kansas River,2016,"Shelley, J, Boyer, M, Granet, J, Williams, A",https://hdl.handle.net/11681/20279,ERDC TN,"Reporting,Analysis","Water Quality,Ecological",Frequency Analysis,Watershed planning,Suspended,"Reservoir release,Suspended",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"Kansas,Nebraska",Sediment release,Multi-use,Meandering rivers
E00121,L0057,glen-elder-dam,Glen Elder Dam,Environmental Benefits of Restoring Sediment Continuity to the Kansas River,2016,"Shelley, J, Boyer, M, Granet, J, Williams, A",https://hdl.handle.net/11681/20279,ERDC TN,"Reporting,Analysis","Water Quality,Ecological",Frequency Analysis,Watershed planning,Suspended,"Reservoir release,Suspended",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"Kansas,Nebraska",Sediment release,Multi-use,Meandering rivers
E00122,L0057,wilson-dam,Wilson Dam,Environmental Benefits of Restoring Sediment Continuity to the Kansas River,2016,"Shelley, J, Boyer, M, Granet, J, Williams, A",https://hdl.handle.net/11681/20279,ERDC TN,"Reporting,Analysis","Water Quality,Ecological",Frequency Analysis,Watershed planning,Suspended,"Reservoir release,Suspended",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"Kansas,Nebraska",Sediment release,Multi-use,Meandering rivers
E00123,L0057,kanopolis-dam,Kanopolis Dam,Environmental Benefits of Restoring Sediment Continuity to the Kansas River,2016,"Shelley, J, Boyer, M, Granet, J, Williams, A",https://hdl.handle.net/11681/20279,ERDC TN,"Reporting,Analysis","Water Quality,Ecological",Frequency Analysis,Watershed planning,Suspended,"Reservoir release,Suspended",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"Kansas,Nebraska",Sediment release,Multi-use,Meandering rivers
E00124,L0057,milford-dam,Milford Dam,Environmental Benefits of Restoring Sediment Continuity to the Kansas River,2016,"Shelley, J, Boyer, M, Granet, J, Williams, A",https://hdl.handle.net/11681/20279,ERDC TN,"Reporting,Analysis","Water Quality,Ecological",Frequency Analysis,Watershed planning,Suspended,"Reservoir release,Suspended",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"Kansas,Nebraska",Sediment release,Multi-use,Meandering rivers
E00125,L0057,,Tuttle Creek Dam,Environmental Benefits of Restoring Sediment Continuity to the Kansas River,2016,"Shelley, J, Boyer, M, Granet, J, Williams, A",https://hdl.handle.net/11681/20279,ERDC TN,"Reporting,Analysis","Water Quality,Ecological",Frequency Analysis,Watershed planning,Suspended,"Reservoir release,Suspended",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"Kansas,Nebraska",Sediment release,Multi-use,Meandering rivers
E00126,L0058,west-tarkio-creek,West Tarkio Creek,Channel evolution in the loess area of the midwestern United States,1996,"Simon, A, Rinaldi, M, Hadish, G",https://www.researchgate.net/publication/261359171_Channel_Evolution_in_the_Loess_Area_of_the_Midwestern_United_States,Conference Paper,"Reporting,Analysis",Bathymetry,Not Applicable,Watershed planning,"Cohesive,Silt","Bank erosion,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Structure failure,Not Applicable,Iowa,Land Management,Upland,Modified streams
E00127,L0059,flyers-creek,Flyers Creek,"Interpreting sediment delivery processes using suspended sediment-discharge hysteresis patterns from nested upland catchments, south-eastern Australia",2009,"Smith, HG, Dragovitch, D",https://doi.org/10.1002/hyp.7357,Journal Article,"Reporting,Analysis","Water Quality,Hydraulics","Hydraulic Equations,Frequency Analysis,Regression",Watershed planning,"Suspended,Clay","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Australia,Sediment release,Upland,Alluvial fan
E00128,L0060,navarro-river,Navarro River,"Evolution of a landslide-induced sediment wave in the Navarro River, California",2002,"Sutherland, DG, Ball, MH, Hilton, SJ, Lisle, TE",https://doi.org/10.1130/0016-7606(2002)114%3C1036:EOALIS%3E2.0.CO;2,Journal Article,"Reporting,Analysis","Bathymetry,Water Quality,Sediment","Sediment Transport Modeling,Frequency Analysis",Not Applicable,"Gravel,Sand,Suspended,Bedload,Silt","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Landslide,California,Land Management,Forestry,Not Applicable
E00129,L0061,severnaya-sosva-river,Severnaya Sosva River,Hysteresis effects of suspended sediment transport in relation to geomorphic conditions and dominant sediment sources in medium and large rivers of the Russian Arctic,2015,"Tananaev, NI",https://doi.org/10.2166/nh.2013.199,Journal Article,"Reporting,Analysis","Water Quality,Hydraulics","Frequency Analysis,Regression",Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Russia,"Sediment release,Land Management",Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00130,L0061,pur-river,Pur River,Hysteresis effects of suspended sediment transport in relation to geomorphic conditions and dominant sediment sources in medium and large rivers of the Russian Arctic,2015,"Tananaev, NI",https://doi.org/10.2166/nh.2013.199,Journal Article,"Reporting,Analysis","Water Quality,Hydraulics","Frequency Analysis,Regression",Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Russia,"Sediment release,Land Management",Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00131,L0061,anabar-river,Anabar River,Hysteresis effects of suspended sediment transport in relation to geomorphic conditions and dominant sediment sources in medium and large rivers of the Russian Arctic,2015,"Tananaev, NI",https://doi.org/10.2166/nh.2013.199,Journal Article,"Reporting,Analysis","Water Quality,Hydraulics","Frequency Analysis,Regression",Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Russia,"Sediment release,Land Management",Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00132,L0061,olenyok-river,Olenyok River,Hysteresis effects of suspended sediment transport in relation to geomorphic conditions and dominant sediment sources in medium and large rivers of the Russian Arctic,2015,"Tananaev, NI",https://doi.org/10.2166/nh.2013.199,Journal Article,"Reporting,Analysis","Water Quality,Hydraulics","Frequency Analysis,Regression",Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Russia,"Sediment release,Land Management",Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00133,L0061,lena-river,Lena River,Hysteresis effects of suspended sediment transport in relation to geomorphic conditions and dominant sediment sources in medium and large rivers of the Russian Arctic,2015,"Tananaev, NI",https://doi.org/10.2166/nh.2013.199,Journal Article,"Reporting,Analysis","Water Quality,Hydraulics","Frequency Analysis,Regression",Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Russia,"Sediment release,Land Management",Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00134,L0061,yana-river,Yana River,Hysteresis effects of suspended sediment transport in relation to geomorphic conditions and dominant sediment sources in medium and large rivers of the Russian Arctic,2015,"Tananaev, NI",https://doi.org/10.2166/nh.2013.199,Journal Article,"Reporting,Analysis","Water Quality,Hydraulics","Frequency Analysis,Regression",Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Russia,"Sediment release,Land Management",Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00135,L0061,indigirka-river,Indigirka River,Hysteresis effects of suspended sediment transport in relation to geomorphic conditions and dominant sediment sources in medium and large rivers of the Russian Arctic,2015,"Tananaev, NI",https://doi.org/10.2166/nh.2013.199,Journal Article,"Reporting,Analysis","Water Quality,Hydraulics","Frequency Analysis,Regression",Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Russia,"Sediment release,Land Management",Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00136,L0061,kolyma-river,Kolyma River,Hysteresis effects of suspended sediment transport in relation to geomorphic conditions and dominant sediment sources in medium and large rivers of the Russian Arctic,2015,"Tananaev, NI",https://doi.org/10.2166/nh.2013.199,Journal Article,"Reporting,Analysis","Water Quality,Hydraulics","Frequency Analysis,Regression",Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Russia,"Sediment release,Land Management",Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00137,L0061,oloy-river,Oloy River,Hysteresis effects of suspended sediment transport in relation to geomorphic conditions and dominant sediment sources in medium and large rivers of the Russian Arctic,2015,"Tananaev, NI",https://doi.org/10.2166/nh.2013.199,Journal Article,"Reporting,Analysis","Water Quality,Hydraulics","Frequency Analysis,Regression",Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Russia,"Sediment release,Land Management",Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00138,L0061,anadyr-river,Anadyr River,Hysteresis effects of suspended sediment transport in relation to geomorphic conditions and dominant sediment sources in medium and large rivers of the Russian Arctic,2015,"Tananaev, NI",https://doi.org/10.2166/nh.2013.199,Journal Article,"Reporting,Analysis","Water Quality,Hydraulics","Frequency Analysis,Regression",Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Russia,"Sediment release,Land Management",Not Applicable,"Mountain torrents,Alluvial fans,Deltas"
E00139,L0062,colorado-river,Colorado River,Effects of Turbidity on Predation Vulnerability of Juvenile Humpback Chub to Rainbow Trout and Brown Trout,2016,"Ward, DL, Morton-Starner, R, Vaage, B",https://doi.org/10.3996/102015-JFWM-101,Journal Article,"Reporting,Analysis","Water Quality,Ecological","Frequency Analysis,Regression",Not Applicable,Suspended,Suspended,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,ArizoNot Applicable,Sediment release,Not Applicable,Not Applicable
E00140,L0063,muddy-creek,Muddy Creek,"Muddy Creek Grade Control Structure, Muddy Creek, Mississippi and Tennessee",1988,"Tate, CH",https://erdc-library.erdc.dren.mil/server/api/core/bitstreams/81b728f8-9a64-4ef8-e053-411ac80adeb3/content,ERDC TN,"Design,Construction,Reporting,Analysis","Bathymetry,Hydraulics",Laboratory Analysis,Operations,"Cohesive,Silt",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Structure failure,Not Applicable,Mississippi,Sediment release,Lowland,Modified streams
E00141,L0064,caliente-creek,Caliente Creek,Phase I Sediment Engineering Investigation of the Caliente Creek Drainage Basin,1990,"MacArthur, RC",https://www.hec.usace.army.mil/publications/ProjectReports/PR-13.pdf,USACE Report,"Planning,Design,Analysis","Sediment,Hydraulics","Frequency Analysis,Regression",Flood risk,"Gravel,Sand,Suspended","Suspended,Debris,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,"Flood,Structure failure",Earthquake,California,Deposition Control,Not Applicable,Alluvial fan
E00142,L0065,yatesville-dam,Yatesville Dam,"Yatesville Lake: Big Sandy River Basin Blaine Creek, Kentucky Foundation Report",1990,"Nield, M",https://apps.dtic.mil/sti/pdfs/ADA240111.pdf,USACE Report,"Design,Construction,Operations",Not Applicable,Not Applicable,"Maintenance,Operations",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Kentucky,Not Applicable,Not Applicable,Not Applicable
E00143,L0066,,Gavins Point Dam to Cairo,"Upper Mississippi River System Flow Frequency Study - Hydrology andHydraulics, Appendix F Missouri River",2003,USACE,https://www.mvr.usace.army.mil/Portals/48/docs/FRM/UpperMissFlowFreq/App.%20F%20Omaha%20Dist.%20Hydrology_Hydraulics%20Report.pdf,USACE Report,"Reporting,Analysis",Hydraulics,"Hydraulic Modeling,Frequency Analysis,Regression","Flood risk,Watershed planning,Operations",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,"Nebraska,Iowa,Missouri",Not Applicable,"Multi-use,Lowland","Alluvial fans,Regulated rivers"
E00144,L0066,illinois,Illinois,"Upper Mississippi River System Flow Frequency Study - Hydrology andHydraulics, Appendix F Missouri River",2003,USACE,https://www.mvr.usace.army.mil/Portals/48/docs/FRM/UpperMissFlowFreq/App.%20F%20Omaha%20Dist.%20Hydrology_Hydraulics%20Report.pdf,USACE Report,"Reporting,Analysis",Hydraulics,"Hydraulic Modeling,Frequency Analysis,Regression","Flood risk,Watershed planning,Operations",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,"Nebraska,Iowa,Missouri",Not Applicable,"Multi-use,Lowland","Alluvial fans,Regulated rivers"
E00145,L0067,matilija-dam,Matilija Dam,Matilija Dam Ecosystem Restoration Feasibility Study Final EIS,2004,USACE,https://matilijadam.venturacounty.gov/reports/finaleis/Final%20EIS-EIR%2009-04.pdf,USACE Report,"Planning,Reporting","Sediment,Ecological,Public Participation",Not Applicable,Watershed planning,Sand,Reservoir release,Not Applicable,Not Applicable,Yes,Yes,Not Applicable,Not Applicable,California,Dam Removal,Not Applicable,"Mountain turrents,Alluvial fans"
E00146,L0068,yatesville-dam,Yatesville Dam,Yatesville Lake: Dam Outlet Works and Spillway,2008,USACE,https://erdclibrary.on.worldcat.org/oclc/613344602,USACE Report,"Operations,Maintenance,Reporting",Not Applicable,Frequency Analysis,"Maintenance,Operations",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Structure failure,Not Applicable,Kentucky,Not Applicable,Not Applicable,Not Applicable
E00147,L0069,,Missouri River from Rulo,Missouri River Commercial Dredging Final Environmental ImpactStatement,2011,USACE,https://usace.contentdm.oclc.org/digital/collection/p16021coll7/id/8163/,USACE Report,"Planning,Operations,Maintenance",Not Applicable,Not Applicable,"Economics,Maintenance,Operations","Gravel,Sand",Dredging,Yes,Yes,Yes,Yes,Not Applicable,Not Applicable,"Nebraska,Missouri",Beneficial use of dredged materials,"Multi-use,Lowland","Alluvial fans,Regulated rivers"
E00148,L0069,,NE to St. Louis,Missouri River Commercial Dredging Final Environmental ImpactStatement,2011,USACE,https://usace.contentdm.oclc.org/digital/collection/p16021coll7/id/8163/,USACE Report,"Planning,Operations,Maintenance",Not Applicable,Not Applicable,"Economics,Maintenance,Operations","Gravel,Sand",Dredging,Yes,Yes,Yes,Yes,Not Applicable,Not Applicable,"Nebraska,Missouri",Beneficial use of dredged materials,"Multi-use,Lowland","Alluvial fans,Regulated rivers"
E00149,L0069,,MO,Missouri River Commercial Dredging Final Environmental ImpactStatement,2011,USACE,https://usace.contentdm.oclc.org/digital/collection/p16021coll7/id/8163/,USACE Report,"Planning,Operations,Maintenance",Not Applicable,Not Applicable,"Economics,Maintenance,Operations","Gravel,Sand",Dredging,Yes,Yes,Yes,Yes,Not Applicable,Not Applicable,"Nebraska,Missouri",Beneficial use of dredged materials,"Multi-use,Lowland","Alluvial fans,Regulated rivers"
E00150,L0070,toutle-river-sediment-retention-structure,Toutle River Sediment Retention Structure,"Final Environmental Assessment, Sediment Retention Structure (SRS) Spillway Raise Project, Mount St. Helens Sediment Management for Flood Risk Reduction",2012,USACE,https://usace.contentdm.oclc.org/digital/collection/p16021coll7/id/8454/,USACE Report,"Planning,Design,Construction,Operations,Maintenance","Bathymetry,Hydraulics",NA,"Flood risk,Economics,Maintenance,Operations",Not Applicable,Debris,Yes,Yes,Yes,Yes,Flood,"Debris flow,Volcanos",Washington,Silt dams,Forestry,"Alluvial fans,Braided rivers"
E00151,L0071,,Missouri River from Sioux City,Missouri River Stage Trends,2010,USACE,https://usace.contentdm.oclc.org/digital/collection/p266001coll1/id/5714/,USACE Report,"Planning,Operations,Reporting,Analysis",Hydraulics,Frequency Analysis,Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,"Iowa,Nebraska",Not Applicable,Multi-use,"Alluvial fans,Regulated rivers"
E00152,L0071,,IA to Omaha,Missouri River Stage Trends,2010,USACE,https://usace.contentdm.oclc.org/digital/collection/p266001coll1/id/5714/,USACE Report,"Planning,Operations,Reporting,Analysis",Hydraulics,Frequency Analysis,Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,"Iowa,Nebraska",Not Applicable,Multi-use,"Alluvial fans,Regulated rivers"
E00153,L0071,,NE,Missouri River Stage Trends,2010,USACE,https://usace.contentdm.oclc.org/digital/collection/p266001coll1/id/5714/,USACE Report,"Planning,Operations,Reporting,Analysis",Hydraulics,Frequency Analysis,Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,"Iowa,Nebraska",Not Applicable,Multi-use,"Alluvial fans,Regulated rivers"
E00154,L0072,st-joseph-harbor-jetty-extensions,St. Joseph Harbor Jetty Extensions,"Sediment management at St. Joseph River and Harbor, Michigan, USA, 1837-Present",2014,"Nairn, RJ, Selegean, JP",https://search.worldcat.org/title/931969650,Conference Paper,"Reporting,Analysis","Bathymetry,Sediment","Sediment Transport Modeling,Frequency Analysis",Watershed planning,"Cohesive,Sand","Erosion,Dredging",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Michigan,Deposition Control,Beach,Not Applicable
E00155,L0073,obion-and-forked-deer-rivers,Obion and Forked Deer Rivers,Channel Evolution in Modified Tennessee Channels,1986,"Simon, A, Hupp, CR",https://erdclibrary.on.worldcat.org/oclc/13550054,Conference Paper,Analysis,"Bathymetry,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,Sand,"Bank erosion,Suspended,Erosion,Dredging",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Tennessee,Deposition Control,Not Applicable,Meandering rivers
E00156,L0073,hatchie-river,Hatchie River,Channel Evolution in Modified Tennessee Channels,1986,"Simon, A, Hupp, CR",https://erdclibrary.on.worldcat.org/oclc/13550054,Conference Paper,Analysis,"Bathymetry,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,Sand,"Bank erosion,Suspended,Erosion,Dredging",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Tennessee,Deposition Control,Not Applicable,Meandering rivers
